po_id,supplier_id,component,po_date,promised_date,actual_date,quantity,unit_cost,po_value
PO001387,S0097,Infotainment Unit,2025-08-28,2025-09-26,2025-10-02,5131,67.23,344957.13
PO001388,S0006,Motor Controller,2025-04-08,2025-05-18,2025-05-21,4390,318.56,1398478.4
PO001389,S0057,Motor Controller,2025-10-22,2025-10-30,2025-10-30,8812,599.56,5283322.72
PO001390,S0016,Wiring Harness,2025-06-03,2025-07-11,2025-07-15,1926,186.16,358544.16
PO001391,S0085,Wiring Harness,2025-11-29,2026-02-15,2026-02-15,5596,368.95,2064644.2
PO001392,S0035,Steel,2025-02-09,2025-04-17,2025-04-23,760,191.62,145631.2
PO001393,S0067,Sensor,2025-03-13,2025-05-28,2025-06-03,1710,68.42,116998.2
PO001394,S0006,Motor Controller,2025-03-05,2025-04-14,2025-04-21,985,65.19,64212.15
PO001395,S0026,Motor Controller,2025-06-03,2025-07-27,2025-07-27,4504,598.9,2697445.6
PO001396,S0074,Steel,2025-07-14,2025-09-02,2025-09-04,1856,371.93,690302.08
PO001397,S0052,Tire,2025-11-15,2026-01-10,2026-01-10,5303,165.93,879926.79
PO001398,S0094,Battery Cell,2025-09-28,2025-12-20,2025-12-20,7422,117.18,869709.96
PO001399,S0038,Brake Assembly,2025-05-26,2025-06-19,2025-06-22,3831,528.02,2022844.62
PO001400,S0090,Tire,2025-03-11,2025-06-03,2025-06-03,2852,16.14,46031.28
PO001401,S0046,Wiring Harness,2025-04-10,2025-04-22,2025-04-22,5773,25.33,146230.09
PO001402,S0032,Motor Controller,2025-04-29,2025-06-23,2025-06-26,3587,233.57,837815.59
PO001403,S0088,Motor Controller,2025-07-30,2025-09-22,2025-09-22,3281,402.09,1319257.29
PO001404,S0089,Motor Controller,2025-02-02,2025-03-24,2025-03-29,7984,429.41,3428409.44
PO001405,S0030,Infotainment Unit,2025-09-15,2025-10-10,2025-10-10,5861,319.78,1874230.58
PO001406,S0025,Semiconductor,2025-07-19,2025-09-14,2025-09-21,1730,37.87,65515.1
PO001407,S0099,Wiring Harness,2025-11-11,2025-12-07,2025-12-11,7283,278.82,2030646.06
PO001408,S0037,Infotainment Unit,2025-04-04,2025-05-19,2025-05-20,3920,47.28,185337.6
PO001409,S0003,Aluminum,2025-07-23,2025-10-05,2025-10-10,8477,215.32,1825267.64
PO001410,S0035,Steel,2025-08-05,2025-10-11,2025-10-12,5196,439.75,2284941.0
PO001411,S0046,Wiring Harness,2025-04-18,2025-04-30,2025-04-30,3728,71.33,265918.24
PO001412,S0041,Semiconductor,2025-07-26,2025-08-31,2025-09-08,3682,260.51,959197.82
PO001413,S0080,Infotainment Unit,2025-06-12,2025-06-25,2025-06-25,8416,206.97,1741859.52
PO001414,S0008,Infotainment Unit,2025-10-03,2025-10-28,2025-11-07,5059,401.58,2031593.22
PO001415,S0085,Wiring Harness,2025-05-03,2025-07-20,2025-07-26,3471,165.02,572784.42
PO001416,S0026,Motor Controller,2025-10-17,2025-12-10,2025-12-12,2074,25.74,53384.76
PO001417,S0093,Aluminum,2025-03-02,2025-04-21,2025-04-24,2473,229.73,568122.29
PO001418,S0028,Sensor,2025-05-23,2025-07-21,2025-08-03,8021,160.49,1287290.29
PO001419,S0073,Motor Controller,2025-06-27,2025-08-25,2025-08-25,3398,568.61,1932136.78
PO001420,S0036,Steel,2025-02-19,2025-03-24,2025-04-04,8314,161.09,1339302.26
PO001421,S0050,Motor Controller,2025-07-31,2025-09-29,2025-10-04,6381,296.44,1891583.64
PO001422,S0076,Motor Controller,2025-05-14,2025-07-09,2025-07-09,2628,357.7,940035.6
PO001423,S0059,Battery Cell,2025-05-03,2025-06-21,2025-07-02,1395,382.8,534006.0
PO001424,S0058,Motor Controller,2025-01-24,2025-02-24,2025-03-02,3886,203.45,790606.7
PO001425,S0070,Infotainment Unit,2025-01-01,2025-02-06,2025-02-06,5264,79.78,419961.92
PO001426,S0008,Infotainment Unit,2025-08-26,2025-09-20,2025-09-21,2167,523.47,1134359.49
PO001427,S0002,Tire,2025-12-19,2025-12-31,2026-01-13,181,163.93,29671.33
PO001428,S0075,Aluminum,2025-10-03,2025-12-11,2025-12-19,7292,265.2,1933838.4
PO001429,S0016,Wiring Harness,2025-01-02,2025-02-09,2025-02-10,4794,141.86,680076.84
PO001430,S0042,Sensor,2025-08-07,2025-08-29,2025-09-01,465,311.67,144926.55
PO001431,S0040,Motor Controller,2025-05-08,2025-05-15,2025-05-15,2069,541.91,1121211.79
PO001432,S0061,Wiring Harness,2025-08-10,2025-10-25,2025-10-29,6705,559.81,3753526.05
PO001433,S0100,Sensor,2025-04-29,2025-05-12,2025-05-12,5553,272.35,1512359.55
PO001434,S0037,Infotainment Unit,2025-02-24,2025-04-10,2025-04-10,3011,552.07,1662282.77
PO001435,S0029,Infotainment Unit,2025-08-06,2025-09-19,2025-09-26,5839,117.57,686491.23
PO001436,S0017,Infotainment Unit,2025-10-30,2025-12-29,2025-12-29,747,557.84,416706.48
PO001437,S0003,Aluminum,2025-07-23,2025-10-05,2025-10-13,5194,390.24,2026906.56
PO001438,S0036,Steel,2025-07-30,2025-09-01,2025-09-18,5196,333.71,1733957.16
PO001439,S0004,Steel,2025-07-02,2025-07-11,2025-07-14,6045,344.69,2083651.05
PO001440,S0080,Infotainment Unit,2025-03-06,2025-03-19,2025-03-20,8255,183.92,1518259.6
PO001441,S0035,Steel,2025-11-08,2026-01-14,2026-01-15,3345,36.71,122794.95
PO001442,S0086,Semiconductor,2025-09-23,2025-12-03,2025-12-04,2321,34.1,79146.1
PO001443,S0047,Sensor,2025-06-14,2025-07-26,2025-08-04,7222,467.77,3378234.94
PO001444,S0020,Steel,2025-10-22,2025-12-30,2026-01-04,1430,491.58,702959.4
PO001445,S0052,Tire,2025-12-08,2026-02-02,2026-02-03,2298,45.83,105317.34
PO001446,S0043,Infotainment Unit,2025-08-18,2025-10-22,2025-10-22,1549,401.78,622357.22
PO001447,S0005,Semiconductor,2025-04-21,2025-06-09,2025-06-17,2401,573.9,1377933.9
PO001448,S0042,Sensor,2025-09-08,2025-09-30,2025-10-01,1266,329.95,417716.7
PO001449,S0027,Wiring Harness,2025-12-21,2025-12-31,2026-01-01,2457,383.78,942947.46
PO001450,S0087,Brake Assembly,2025-12-13,2026-02-19,2026-02-26,749,579.58,434105.42
PO001451,S0016,Wiring Harness,2025-04-21,2025-05-29,2025-05-29,4765,160.22,763448.3
PO001452,S0011,Sensor,2025-03-09,2025-04-12,2025-04-22,7386,387.36,2861040.96
PO001453,S0025,Semiconductor,2025-01-01,2025-02-27,2025-03-02,988,271.42,268162.96
PO001454,S0075,Aluminum,2025-11-16,2026-01-24,2026-01-24,3125,161.19,503718.75
PO001455,S0026,Motor Controller,2025-03-13,2025-05-06,2025-05-16,383,463.0,177329.0
PO001456,S0075,Aluminum,2025-05-01,2025-07-09,2025-07-16,6095,305.23,1860376.85
PO001457,S0034,Semiconductor,2025-06-13,2025-07-25,2025-07-27,1287,165.66,213204.42
PO001458,S0026,Motor Controller,2025-03-27,2025-05-20,2025-05-21,3603,590.3,2126850.9
PO001459,S0064,Steel,2025-01-30,2025-04-11,2025-04-11,4891,90.46,442439.86
PO001460,S0007,Infotainment Unit,2025-05-11,2025-05-18,2025-05-21,2908,145.84,424102.72
PO001461,S0085,Wiring Harness,2025-07-14,2025-09-30,2025-10-07,329,327.77,107836.33
PO001462,S0040,Motor Controller,2025-10-27,2025-11-03,2025-11-11,2972,225.4,669888.8
PO001463,S0047,Sensor,2025-08-09,2025-09-20,2025-09-23,6783,456.21,3094472.43
PO001464,S0037,Infotainment Unit,2025-11-09,2025-12-24,2026-01-03,6248,235.02,1468404.96
PO001465,S0080,Infotainment Unit,2025-02-22,2025-03-07,2025-03-11,5086,44.55,226581.3
PO001466,S0069,Tire,2025-12-06,2025-12-13,2025-12-17,8976,379.6,3407289.6
PO001467,S0071,Infotainment Unit,2025-12-13,2025-12-23,2026-01-02,8730,335.92,2932581.6
PO001468,S0003,Aluminum,2025-10-12,2025-12-25,2026-01-03,1460,571.21,833966.6
PO001469,S0058,Motor Controller,2025-05-11,2025-06-11,2025-06-18,7717,364.32,2811457.44
PO001470,S0006,Motor Controller,2025-07-03,2025-08-12,2025-08-17,7078,317.57,2247760.46
PO001471,S0083,Brake Assembly,2025-08-26,2025-11-01,2025-11-04,8217,516.18,4241451.06
PO001472,S0080,Infotainment Unit,2025-04-21,2025-05-04,2025-05-07,711,415.84,295662.24
PO001473,S0049,Steel,2025-05-24,2025-08-03,2025-08-03,3878,458.59,1778412.02
PO001474,S0098,Brake Assembly,2025-07-24,2025-08-26,2025-08-28,7238,432.89,3133257.82
PO001475,S0018,Battery Cell,2025-09-07,2025-10-30,2025-11-08,3369,181.18,610395.42
PO001476,S0050,Motor Controller,2025-01-06,2025-03-07,2025-03-11,4219,429.98,1814085.62
PO001477,S0029,Infotainment Unit,2025-04-03,2025-05-17,2025-06-01,7265,591.68,4298555.2
PO001478,S0052,Tire,2025-04-05,2025-05-31,2025-06-10,3006,392.53,1179945.18
PO001479,S0021,Wiring Harness,2025-07-07,2025-07-23,2025-07-26,2327,525.34,1222466.18
PO001480,S0081,Wiring Harness,2025-12-05,2026-02-20,2026-03-06,1830,93.51,171123.3
PO001481,S0030,Infotainment Unit,2025-11-30,2025-12-25,2025-12-29,3998,402.24,1608155.52
PO001482,S0031,Battery Cell,2025-07-13,2025-09-03,2025-09-03,6034,184.52,1113393.68
PO001483,S0041,Semiconductor,2025-08-03,2025-09-08,2025-09-17,575,158.22,90976.5
PO001484,S0046,Wiring Harness,2025-09-06,2025-09-18,2025-09-24,8437,459.76,3878995.12
PO001485,S0081,Wiring Harness,2025-11-06,2026-01-22,2026-01-25,7843,540.52,4239298.36
PO001486,S0004,Steel,2025-04-21,2025-04-30,2025-05-06,5793,317.63,1840030.59
PO001487,S0080,Infotainment Unit,2025-09-19,2025-10-02,2025-10-06,3520,159.36,560947.2
PO001488,S0023,Aluminum,2025-03-24,2025-06-04,2025-06-05,8465,246.48,2086453.2
PO001489,S0081,Wiring Harness,2025-03-08,2025-05-24,2025-05-29,2446,50.57,123694.22
PO001490,S0013,Brake Assembly,2025-07-05,2025-09-21,2025-09-21,6248,480.22,3000414.56
PO001491,S0073,Motor Controller,2025-02-05,2025-04-05,2025-04-05,2860,512.41,1465492.6
PO001492,S0055,Battery Cell,2025-05-06,2025-05-14,2025-05-23,7366,286.91,2113379.06
PO001493,S0066,Wiring Harness,2025-08-19,2025-09-10,2025-09-18,8170,514.2,4201014.0
PO001494,S0053,Wiring Harness,2025-09-10,2025-11-30,2025-12-04,7333,588.18,4313123.94
PO001495,S0047,Sensor,2025-07-02,2025-08-13,2025-08-20,5643,93.82,529426.26
PO001496,S0079,Brake Assembly,2025-09-14,2025-11-02,2025-11-10,1373,563.19,773259.87
PO001497,S0017,Infotainment Unit,2025-11-06,2026-01-05,2026-01-05,8340,212.89,1775502.6
PO001498,S0053,Wiring Harness,2025-10-04,2025-12-24,2026-01-01,3759,455.28,1711397.52
PO001499,S0038,Brake Assembly,2025-03-13,2025-04-06,2025-04-06,8825,115.67,1020787.75
PO001500,S0022,Battery Cell,2025-08-14,2025-08-26,2025-09-06,1459,486.45,709730.55
PO001501,S0051,Tire,2025-05-27,2025-07-07,2025-07-14,2958,244.55,723378.9
PO001502,S0024,Sensor,2025-09-10,2025-12-02,2025-12-02,3279,597.31,1958579.49
PO001503,S0048,Aluminum,2025-06-29,2025-09-10,2025-09-10,1814,101.35,183848.9
PO001504,S0079,Brake Assembly,2025-09-26,2025-11-14,2025-11-26,3048,389.29,1186555.92
PO001505,S0029,Infotainment Unit,2025-02-20,2025-04-05,2025-04-11,2903,346.37,1005512.11
PO001506,S0086,Semiconductor,2025-02-26,2025-05-08,2025-05-10,2797,217.74,609018.78
PO001507,S0076,Motor Controller,2025-04-06,2025-06-01,2025-06-01,4765,180.1,858176.5
PO001508,S0019,Sensor,2025-10-05,2025-10-18,2025-10-18,1754,32.82,57566.28
PO001509,S0091,Battery Cell,2025-12-18,2025-12-31,2025-12-31,8501,162.37,1380307.37
PO001510,S0010,Tire,2025-12-28,2026-02-15,2026-02-18,5192,586.6,3045627.2
PO001511,S0007,Infotainment Unit,2025-07-23,2025-07-30,2025-08-04,3538,433.42,1533439.96
PO001512,S0096,Tire,2025-10-24,2025-11-23,2025-11-23,2080,589.8,1226784.0
PO001513,S0064,Steel,2025-03-20,2025-05-30,2025-06-05,4288,220.55,945718.4
PO001514,S0066,Wiring Harness,2025-10-21,2025-11-12,2025-11-14,7835,277.11,2171156.85
PO001515,S0008,Infotainment Unit,2025-10-16,2025-11-10,2025-11-17,6421,120.88,776170.48
PO001516,S0056,Tire,2025-06-28,2025-08-16,2025-08-20,6849,307.03,2102848.47
PO001517,S0070,Infotainment Unit,2025-11-30,2026-01-05,2026-01-11,873,90.01,78578.73
PO001518,S0030,Infotainment Unit,2025-04-18,2025-05-13,2025-05-21,3610,518.08,1870268.8
PO001519,S0097,Infotainment Unit,2025-02-07,2025-03-08,2025-03-18,2335,516.08,1205046.8
PO001520,S0029,Infotainment Unit,2025-04-18,2025-06-01,2025-06-08,2611,157.82,412068.02
PO001521,S0078,Semiconductor,2025-12-05,2025-12-21,2025-12-27,5865,384.93,2257614.45
PO001522,S0032,Motor Controller,2025-10-24,2025-12-18,2025-12-20,3385,535.91,1814055.35
PO001523,S0084,Motor Controller,2025-11-28,2025-12-20,2025-12-20,6319,167.05,1055588.95
PO001524,S0059,Battery Cell,2025-04-09,2025-05-28,2025-05-30,964,506.1,487880.4
PO001525,S0049,Steel,2025-10-21,2025-12-31,2025-12-31,7781,81.73,635941.13
PO001526,S0096,Tire,2025-11-03,2025-12-03,2025-12-07,894,232.22,207604.68
PO001527,S0030,Infotainment Unit,2025-08-20,2025-09-14,2025-09-15,6870,524.86,3605788.2
PO001528,S0032,Motor Controller,2025-01-05,2025-03-01,2025-03-07,1465,138.4,202756.0
PO001529,S0018,Battery Cell,2025-07-18,2025-09-09,2025-09-09,4353,551.65,2401332.45
PO001530,S0032,Motor Controller,2025-02-18,2025-04-14,2025-04-18,1816,60.42,109722.72
PO001531,S0013,Brake Assembly,2025-05-22,2025-08-08,2025-08-08,209,521.1,108909.9
PO001532,S0067,Sensor,2025-10-18,2026-01-02,2026-01-08,691,414.62,286502.42
PO001533,S0002,Tire,2025-12-16,2025-12-28,2025-12-29,6724,239.23,1608582.52
PO001534,S0092,Aluminum,2025-04-17,2025-06-22,2025-07-02,8882,320.85,2849789.7
PO001535,S0092,Aluminum,2025-11-12,2026-01-17,2026-01-20,5759,450.41,2593911.19
PO001536,S0058,Motor Controller,2025-01-15,2025-02-15,2025-02-17,5901,398.5,2351548.5
PO001537,S0077,Infotainment Unit,2025-11-29,2026-01-17,2026-01-26,4299,579.87,2492861.13
PO001538,S0003,Aluminum,2025-06-20,2025-09-02,2025-09-08,5295,486.64,2576758.8
PO001539,S0053,Wiring Harness,2025-07-07,2025-09-26,2025-09-26,757,157.18,118985.26
PO001540,S0042,Sensor,2025-08-06,2025-08-28,2025-08-28,6892,524.85,3617266.2
PO001541,S0080,Infotainment Unit,2025-06-23,2025-07-06,2025-07-11,1383,61.39,84902.37
PO001542,S0070,Infotainment Unit,2025-07-02,2025-08-07,2025-08-08,5601,345.54,1935369.54
PO001543,S0005,Semiconductor,2025-07-13,2025-08-31,2025-09-02,8387,509.86,4276195.82
PO001544,S0049,Steel,2025-06-10,2025-08-20,2025-09-02,8929,443.34,3958582.86
PO001545,S0055,Battery Cell,2025-06-18,2025-06-26,2025-07-01,1699,104.4,177375.6
PO001546,S0006,Motor Controller,2025-12-23,2026-02-01,2026-02-09,176,350.02,61603.52
PO001547,S0007,Infotainment Unit,2025-04-14,2025-04-21,2025-04-22,2728,541.71,1477784.88
PO001548,S0029,Infotainment Unit,2025-12-01,2026-01-14,2026-01-22,3854,232.51,896093.54
PO001549,S0053,Wiring Harness,2025-10-21,2026-01-10,2026-01-22,5980,103.45,618631.0
PO001550,S0010,Tire,2025-07-14,2025-09-01,2025-09-04,3174,485.42,1540723.08
PO001551,S0007,Infotainment Unit,2025-11-13,2025-11-20,2025-11-24,2384,450.65,1074349.6
PO001552,S0081,Wiring Harness,2025-12-03,2026-02-18,2026-02-24,1272,581.77,740011.44
PO001553,S0027,Wiring Harness,2025-08-24,2025-09-03,2025-09-05,1198,493.84,591620.32
PO001554,S0058,Motor Controller,2025-07-22,2025-08-22,2025-08-30,8197,59.46,487393.62
PO001555,S0042,Sensor,2025-04-27,2025-05-19,2025-05-25,3468,356.7,1237035.6
PO001556,S0046,Wiring Harness,2025-05-11,2025-05-23,2025-05-25,6557,333.21,2184857.97
PO001557,S0095,Wiring Harness,2025-11-04,2025-12-15,2025-12-15,5580,382.76,2135800.8
PO001558,S0076,Motor Controller,2025-08-18,2025-10-13,2025-10-15,3628,540.65,1961478.2
PO001559,S0048,Aluminum,2025-04-29,2025-07-11,2025-07-17,7893,460.93,3638120.49
PO001560,S0065,Sensor,2025-06-01,2025-07-20,2025-07-29,7781,337.58,2626709.98
PO001561,S0093,Aluminum,2025-02-15,2025-04-06,2025-04-10,2381,569.83,1356765.23
PO001562,S0047,Sensor,2025-08-05,2025-09-16,2025-09-17,5468,598.56,3272926.08
PO001563,S0054,Tire,2025-06-17,2025-06-24,2025-06-30,7591,298.3,2264395.3
PO001564,S0047,Sensor,2025-09-25,2025-11-06,2025-11-14,6768,450.86,3051420.48
PO001565,S0028,Sensor,2025-11-24,2026-01-22,2026-01-24,777,46.51,36138.27
PO001566,S0067,Sensor,2025-01-27,2025-04-13,2025-04-23,7576,62.7,475015.2
PO001567,S0015,Motor Controller,2025-08-06,2025-09-21,2025-09-22,3225,263.52,849852.0
PO001568,S0050,Motor Controller,2025-06-28,2025-08-27,2025-08-28,4165,475.32,1979707.8
PO001569,S0045,Wiring Harness,2025-12-23,2026-03-05,2026-03-16,6769,285.77,1934377.13
PO001570,S0024,Sensor,2025-12-06,2026-02-27,2026-03-04,5784,515.38,2980957.92
PO001571,S0062,Steel,2025-12-17,2026-03-05,2026-03-12,4148,254.68,1056412.64
PO001572,S0078,Semiconductor,2025-08-23,2025-09-08,2025-09-10,6808,7.45,50719.6
PO001573,S0041,Semiconductor,2025-12-25,2026-01-30,2026-02-07,4383,506.24,2218849.92
PO001574,S0079,Brake Assembly,2025-10-21,2025-12-09,2025-12-16,2054,32.57,66898.78
PO001575,S0095,Wiring Harness,2025-09-19,2025-10-30,2025-10-31,2415,485.2,1171758.0
PO001576,S0063,Motor Controller,2025-03-12,2025-05-23,2025-05-23,7642,220.52,1685213.84
PO001577,S0007,Infotainment Unit,2025-10-17,2025-10-24,2025-10-24,1741,261.5,455271.5
PO001578,S0013,Brake Assembly,2025-05-05,2025-07-22,2025-07-23,4820,559.63,2697416.6
PO001579,S0051,Tire,2025-11-19,2025-12-30,2026-01-04,2259,531.92,1201607.28
PO001580,S0063,Motor Controller,2025-11-08,2026-01-19,2026-01-23,6845,9.65,66054.25
PO001581,S0067,Sensor,2025-02-10,2025-04-27,2025-04-30,8299,23.5,195026.5
PO001582,S0066,Wiring Harness,2025-08-21,2025-09-12,2025-09-28,2186,358.01,782609.86
PO001583,S0027,Wiring Harness,2025-12-30,2026-01-09,2026-01-13,6777,221.86,1503545.22
PO001584,S0009,Tire,2025-01-10,2025-02-27,2025-03-06,2482,353.15,876518.3
PO001585,S0018,Battery Cell,2025-08-25,2025-10-17,2025-10-19,141,6.69,943.29
PO001586,S0028,Sensor,2025-03-12,2025-05-10,2025-05-16,6321,146.78,927796.38
PO001587,S0024,Sensor,2025-12-26,2026-03-19,2026-03-25,5068,181.21,918372.28
PO001588,S0065,Sensor,2025-10-20,2025-12-08,2025-12-16,8744,264.52,2312962.88
PO001589,S0011,Sensor,2025-04-09,2025-05-13,2025-05-19,2529,544.96,1378203.84
PO001590,S0016,Wiring Harness,2025-11-28,2026-01-05,2026-01-12,6734,330.39,2224846.26
PO001591,S0089,Motor Controller,2025-07-22,2025-09-10,2025-09-13,7901,25.42,200843.42
PO001592,S0015,Motor Controller,2025-09-18,2025-11-03,2025-11-08,6025,213.56,1286699.0
PO001593,S0009,Tire,2025-03-11,2025-04-28,2025-04-29,2191,514.61,1127510.51
PO001594,S0066,Wiring Harness,2025-04-06,2025-04-28,2025-05-05,314,418.38,131371.32
PO001595,S0069,Tire,2025-02-15,2025-02-22,2025-03-01,8655,83.65,723990.75
PO001596,S0035,Steel,2025-03-02,2025-05-08,2025-05-15,5756,197.93,1139285.08
PO001597,S0099,Wiring Harness,2025-07-20,2025-08-15,2025-08-23,1139,593.42,675905.38
PO001598,S0048,Aluminum,2025-11-03,2026-01-15,2026-01-15,6769,325.43,2202835.67
PO001599,S0100,Sensor,2025-08-01,2025-08-14,2025-08-18,2873,150.12,431294.76
PO001600,S0083,Brake Assembly,2025-12-04,2026-02-09,2026-02-09,3975,15.73,62526.75
PO001601,S0026,Motor Controller,2025-11-22,2026-01-15,2026-01-15,7311,350.89,2565356.79
PO001602,S0082,Aluminum,2025-02-17,2025-04-27,2025-05-04,8553,544.95,4660957.35
PO001603,S0054,Tire,2025-10-09,2025-10-16,2025-10-18,2469,193.54,477850.26
PO001604,S0037,Infotainment Unit,2025-07-25,2025-09-08,2025-09-10,172,35.42,6092.24
PO001605,S0023,Aluminum,2025-10-21,2026-01-01,2026-01-01,6730,403.45,2715218.5
PO001606,S0027,Wiring Harness,2025-09-01,2025-09-11,2025-09-11,6561,17.92,117573.12
PO001607,S0085,Wiring Harness,2025-11-06,2026-01-23,2026-01-26,5054,149.26,754360.04
PO001608,S0001,Brake Assembly,2025-04-09,2025-06-10,2025-06-10,3461,595.99,2062721.39
PO001609,S0032,Motor Controller,2025-11-16,2026-01-10,2026-01-10,6919,122.14,845086.66
PO001610,S0016,Wiring Harness,2025-05-05,2025-06-12,2025-06-22,7149,15.76,112668.24
PO001611,S0070,Infotainment Unit,2025-11-15,2025-12-21,2025-12-23,2016,486.58,980945.28
PO001612,S0038,Brake Assembly,2025-07-10,2025-08-03,2025-08-04,8739,219.34,1916812.26
PO001613,S0063,Motor Controller,2025-08-07,2025-10-18,2025-10-25,2574,172.87,444967.38
PO001614,S0027,Wiring Harness,2025-01-21,2025-01-31,2025-02-04,7691,386.13,2969725.83
PO001615,S0007,Infotainment Unit,2025-05-18,2025-05-25,2025-05-30,3726,377.81,1407720.06
PO001616,S0049,Steel,2025-09-04,2025-11-14,2025-11-15,5502,160.76,884501.52
PO001617,S0043,Infotainment Unit,2025-12-29,2026-03-04,2026-03-04,7475,47.4,354315.0
PO001618,S0072,Tire,2025-02-28,2025-03-10,2025-03-15,6444,429.32,2766538.08
PO001619,S0036,Steel,2025-05-20,2025-06-22,2025-06-24,1088,451.76,491514.88
PO001620,S0053,Wiring Harness,2025-08-05,2025-10-25,2025-10-29,6797,309.06,2100680.82
PO001621,S0057,Motor Controller,2025-06-13,2025-06-21,2025-06-27,460,485.4,223284.0
PO001622,S0090,Tire,2025-08-04,2025-10-27,2025-11-01,1674,475.11,795334.14
PO001623,S0034,Semiconductor,2025-11-02,2025-12-14,2025-12-15,4532,89.87,407290.84
PO001624,S0099,Wiring Harness,2025-03-21,2025-04-16,2025-04-26,5327,321.86,1714548.22
PO001625,S0034,Semiconductor,2025-04-21,2025-06-02,2025-06-08,6750,194.42,1312335.0
PO001626,S0046,Wiring Harness,2025-09-11,2025-09-23,2025-09-26,7245,17.99,130337.55
PO001627,S0026,Motor Controller,2025-10-07,2025-11-30,2025-12-09,4159,599.96,2495233.64
PO001628,S0096,Tire,2025-09-07,2025-10-07,2025-10-07,2629,591.05,1553870.45
PO001629,S0046,Wiring Harness,2025-05-16,2025-05-28,2025-06-01,3314,457.06,1514696.84
PO001630,S0051,Tire,2025-12-31,2026-02-10,2026-02-14,3336,72.64,242327.04
PO001631,S0016,Wiring Harness,2025-02-25,2025-04-04,2025-04-04,7809,432.02,3373644.18
PO001632,S0020,Steel,2025-10-11,2025-12-19,2025-12-24,2838,366.38,1039786.44
PO001633,S0066,Wiring Harness,2025-09-07,2025-09-29,2025-10-05,5643,571.39,3224353.77
PO001634,S0013,Brake Assembly,2025-10-14,2025-12-31,2026-01-11,6790,444.16,3015846.4
PO001635,S0071,Infotainment Unit,2025-10-26,2025-11-05,2025-11-09,7050,374.22,2638251.0
PO001636,S0096,Tire,2025-11-17,2025-12-17,2025-12-27,6536,132.43,865562.48
PO001637,S0098,Brake Assembly,2025-04-22,2025-05-25,2025-05-25,3383,141.65,479201.95
PO001638,S0045,Wiring Harness,2025-04-22,2025-07-03,2025-07-05,4881,356.06,1737928.86
PO001639,S0045,Wiring Harness,2025-12-10,2026-02-20,2026-02-20,8025,549.48,4409577.0
PO001640,S0063,Motor Controller,2025-03-16,2025-05-27,2025-06-03,8252,54.84,452539.68
PO001641,S0100,Sensor,2025-02-19,2025-03-04,2025-03-09,111,82.47,9154.17
PO001642,S0071,Infotainment Unit,2025-03-24,2025-04-03,2025-04-17,8219,488.9,4018269.1
PO001643,S0026,Motor Controller,2025-06-02,2025-07-26,2025-07-26,719,343.49,246969.31
PO001644,S0062,Steel,2025-05-10,2025-07-27,2025-07-31,4197,189.8,796590.6
PO001645,S0095,Wiring Harness,2025-11-07,2025-12-18,2025-12-20,5139,267.46,1374476.94
PO001646,S0085,Wiring Harness,2025-11-19,2026-02-05,2026-02-10,1588,426.95,677996.6
PO001647,S0061,Wiring Harness,2025-06-04,2025-08-19,2025-08-19,481,159.84,76883.04
PO001648,S0047,Sensor,2025-05-03,2025-06-14,2025-06-14,2825,200.32,565904.0
PO001649,S0079,Brake Assembly,2025-12-14,2026-02-01,2026-02-08,4887,446.22,2180677.14
PO001650,S0063,Motor Controller,2025-08-24,2025-11-04,2025-11-13,4192,481.55,2018657.6
